Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,Cluster,clustering,eigencentrality,Cluter-ID
Eiley,Eiley,,111,111,222,111,111,222,2,0.529412,0.555556,0.001093,0.034942,0.034942,7,0.00109,0,0,0,0.096314,0.881778,0
Adnan Shah,Adnan Shah,,99,99,198,99,99,198,2,0.526066,0.54955,0.00088,0.031018,0.031018,7,0.000989,0,0,0,0.095032,0.78286,0
Khalid Rehman,Khalid Rehman,,110,110,220,110,110,220,2,0.529131,0.555055,0.001082,0.03445,0.03445,8,0.001083,0,0,0,0.101418,0.869418,0
Jayden,Jayden,,102,102,204,102,102,204,2,0.526899,0.551051,0.000936,0.031905,0.031905,3,0.001015,0,0,0,0.102504,0.805242,0
Ashiq Balooch,Ashiq Balooch,,102,102,204,102,102,204,2,0.526899,0.551051,0.000937,0.03166,0.03166,6,0.001016,0,0,0,0.101728,0.7992,0
Walayat Hussain Baloch,Walayat Hussain Baloch,,97,97,194,97,97,194,2,0.525513,0.548549,0.000839,0.030506,0.030506,3,0.000972,0,0,0,0.103952,0.769948,0
Caelan,Caelan,,102,102,204,102,102,204,2,0.526899,0.551051,0.000931,0.031929,0.031929,2,0.001015,0,0,0,0.098816,0.805767,0
Saqib Butt,Saqib Butt,,98,98,196,98,98,196,2,0.525789,0.549049,0.000841,0.030961,0.030961,2,0.00098,0,0,0,0.100358,0.781283,0
Shoaib,Shoaib,,87,87,174,87,87,174,3,0.52249,0.543377,0.000657,0.027574,0.027574,6,0.000886,0,0,0,0.100508,0.695819,0
Marcelo,Marcelo,,108,108,216,108,108,216,2,0.528571,0.554054,0.001017,0.034263,0.034263,1,0.001064,0,0,0,0.105227,0.864586,0
Evan,Evan,,88,88,176,88,88,176,2,0.523037,0.544044,0.000669,0.027934,0.027934,6,0.000895,0,0,0,0.09744,0.704902,0
Ramos,Ramos,,103,103,206,103,103,206,2,0.527177,0.551552,0.000929,0.03232,0.03232,7,0.001023,0,0,0,0.10375,0.815733,0
Tahir,Tahir,,97,97,194,97,97,194,2,0.525513,0.548549,0.000824,0.030722,0.030722,3,0.000971,0,0,0,0.104381,0.775326,0
Saad Fiaz,Saad Fiaz,,100,100,200,100,100,200,2,0.526344,0.55005,0.000905,0.031143,0.031143,1,0.000999,0,0,0,0.098182,0.786091,0
Lexie,Lexie,,88,88,176,88,88,176,2,0.523037,0.544044,0.000671,0.027869,0.027869,0,0.000895,0,0,0,0.104493,0.70322,0
Johanssan,Johanssan,,90,90,180,90,90,180,2,0.523585,0.545045,0.000741,0.027891,0.027891,4,0.000914,0,0,0,0.092135,0.704127,0
Jake,Jake,,86,86,172,86,86,172,2,0.52249,0.543043,0.000664,0.026821,0.026821,0,0.000879,0,0,0,0.097401,0.677036,0
Quinn,Quinn,,104,104,208,104,104,208,2,0.527455,0.552052,0.000981,0.032413,0.032413,2,0.001032,0,0,0,0.097647,0.818128,0
Malik Belawal,Malik Belawal,,100,100,200,100,100,200,2,0.526344,0.55005,0.000857,0.031798,0.031798,2,0.000996,0,0,0,0.106465,0.802409,0
Mathew Perry,Mathew Perry,,115,115,230,115,115,230,2,0.530536,0.557558,0.001176,0.036122,0.036122,3,0.001124,0,0,0,0.104043,0.911584,0
Elenia,Elenia,,104,104,208,104,104,208,2,0.527455,0.552052,0.000941,0.033071,0.033071,7,0.00103,0,0,0,0.100075,0.834494,0
Ezad Khan,Ezad Khan,,87,87,174,87,87,174,2,0.522763,0.543544,0.000649,0.027656,0.027656,4,0.000886,0,0,0,0.107993,0.697869,0
Muhammad Musharaf,Muhammad Musharaf,,111,111,222,111,111,222,2,0.529412,0.555556,0.0011,0.034755,0.034755,4,0.001091,0,0,0,0.097625,0.877093,0
Asensio,Asensio,,86,86,172,86,86,172,2,0.52249,0.543043,0.000662,0.02674,0.02674,0,0.00088,0,0,0,0.103146,0.675076,0
Azhar Sadat,Azhar Sadat,,93,93,186,93,93,186,2,0.524409,0.546547,0.000778,0.029009,0.029009,0,0.000939,0,0,0,0.100748,0.732242,0
Raza Muhammadi,Raza Muhammadi,,99,99,198,99,99,198,2,0.526066,0.54955,0.000891,0.030704,0.030704,5,0.00099,0,0,0,0.099773,0.775092,0
Sufiyan,Sufiyan,,98,98,196,98,98,196,2,0.525789,0.549049,0.000882,0.03045,0.03045,2,0.000982,0,0,0,0.094046,0.768596,0
Najam,Najam,,94,94,188,94,94,188,2,0.524685,0.547047,0.000765,0.029699,0.029699,3,0.000946,0,0,0,0.10501,0.749449,0
Sye,Sye,,95,95,190,95,95,190,2,0.524961,0.547548,0.000796,0.029924,0.029924,0,0.000954,0,0,0,0.101904,0.755221,0
Muhammad Wasif,Muhammad Wasif,,107,107,214,107,107,214,2,0.528292,0.553554,0.001004,0.033877,0.033877,2,0.001055,0,0,0,0.099101,0.854812,0
Shama,Shama,,92,92,184,92,92,184,2,0.524134,0.546046,0.000731,0.028982,0.028982,0,0.000929,0,0,0,0.107262,0.731359,0
Henry,Henry,,100,100,200,100,100,200,2,0.526344,0.55005,0.000883,0.031399,0.031399,6,0.000998,0,0,0,0.104242,0.792373,0
Aiden,Aiden,,96,96,192,96,96,192,2,0.525237,0.548048,0.000811,0.030243,0.030243,7,0.000963,0,0,0,0.100658,0.763291,0
Ali Ghufron,Ali Ghufron,,96,96,192,96,96,192,2,0.525237,0.548048,0.000823,0.030064,0.030064,8,0.000964,0,0,0,0.101754,0.758915,0
Willow,Willow,,86,86,172,86,86,172,2,0.52249,0.543043,0.000648,0.027166,0.027166,0,0.000878,0,0,0,0.093023,0.685616,0
Doria,Doria,,109,109,218,109,109,218,2,0.528851,0.554555,0.00106,0.034201,0.034201,3,0.001074,0,0,0,0.101937,0.863178,0
Shabnam,Shabnam,,92,92,184,92,92,184,2,0.524134,0.546046,0.000759,0.02873,0.02873,4,0.00093,0,0,0,0.10129,0.725195,0
Bobby,Bobby,,109,109,218,109,109,218,2,0.528851,0.554555,0.001093,0.033813,0.033813,2,0.001076,0,0,0,0.092593,0.853471,0
Afifa,Afifa,,101,101,202,101,101,202,2,0.526621,0.550551,0.000922,0.031458,0.031458,7,0.001007,0,0,0,0.097822,0.793966,0
Ahmed Shahzad,Ahmed Shahzad,,95,95,190,95,95,190,2,0.524961,0.547548,0.000804,0.029854,0.029854,4,0.000955,0,0,0,0.09944,0.753406,0
Shakaib Butt,Shakaib Butt,,104,104,208,104,104,208,2,0.527455,0.552052,0.000957,0.03267,0.03267,8,0.001031,0,0,0,0.103622,0.824493,0
Celeste Hollenbach  ,Celeste Hollenbach  ,,102,102,204,102,102,204,2,0.526899,0.551051,0.000934,0.03199,0.03199,4,0.001014,0,0,0,0.09338,0.807363,0
Tasia Jeter  ,Tasia Jeter  ,,106,106,212,106,106,212,2,0.528013,0.553053,0.000999,0.033313,0.033313,4,0.001048,0,0,0,0.096855,0.840755,0
tillie,tillie,,103,103,206,103,103,206,2,0.527177,0.551552,0.000894,0.032933,0.032933,6,0.00102,0,0,0,0.1087,0.830754,0
Keely,Keely,,96,96,192,96,96,192,2,0.525237,0.548048,0.000798,0.030351,0.030351,8,0.000963,0,0,0,0.104825,0.765873,0
Eesa,Eesa,,86,86,172,86,86,172,2,0.52249,0.543043,0.000674,0.0265,0.0265,0,0.000881,0,0,0,0.099863,0.669135,0
Zia Khan,Zia Khan,,98,98,196,98,98,196,2,0.525789,0.549049,0.000852,0.03068,0.03068,5,0.00098,0,0,0,0.102462,0.774353,0
:ibbie,:ibbie,,119,119,238,119,119,238,2,0.531666,0.55956,0.001256,0.037392,0.037392,3,0.001158,0,0,0,0.102407,0.943567,0
Fahad Rehman,Fahad Rehman,,126,126,252,126,126,252,2,0.533654,0.563063,0.001416,0.039502,0.039502,2,0.001218,0,0,0,0.102349,0.996752,0
Katty,Katty,,107,107,214,107,107,214,2,0.528292,0.553554,0.001031,0.033391,0.033391,0,0.001057,0,0,0,0.09963,0.842799,0
Saba Jutt,Saba Jutt,,116,116,232,116,116,232,2,0.530818,0.558058,0.001172,0.036637,0.036637,1,0.001132,0,0,0,0.105847,0.924423,0
Alexandra,Alexandra,,89,89,178,89,89,178,2,0.523311,0.544545,0.000699,0.02798,0.02798,5,0.000904,0,0,0,0.104954,0.706172,0
Maison,Maison,,105,105,210,105,105,210,2,0.527734,0.552553,0.000971,0.032986,0.032986,7,0.001039,0,0,0,0.101099,0.832445,0
Ibrahim,Ibrahim,,99,99,198,99,99,198,2,0.526066,0.54955,0.000873,0.030875,0.030875,4,0.00099,0,0,0,0.108019,0.779405,0
Alina,Alina,,95,95,190,95,95,190,2,0.524961,0.547548,0.000776,0.030147,0.030147,2,0.000954,0,0,0,0.105039,0.760679,0
Theo,Theo,,95,95,190,95,95,190,2,0.524961,0.547548,0.000803,0.02988,0.02988,8,0.000955,0,0,0,0.092497,0.754062,0
Zobiya,Zobiya,,105,105,210,105,105,210,2,0.527734,0.552553,0.000981,0.032969,0.032969,2,0.001039,0,0,0,0.094872,0.832009,0
Lily,Lily,,82,82,164,82,82,164,2,0.521399,0.541041,0.000603,0.025579,0.025579,4,0.000846,0,0,0,0.100271,0.64562,0
Zachary,Zachary,,89,89,178,89,89,178,3,0.523037,0.544378,0.000721,0.027864,0.027864,4,0.000905,0,0,0,0.099336,0.703277,0
Mubashir,Mubashir,,98,98,196,98,98,196,2,0.525789,0.549049,0.000862,0.030585,0.030585,3,0.000981,0,0,0,0.09636,0.772004,0
Dextor,Dextor,,96,96,192,96,96,192,2,0.525237,0.548048,0.00082,0.030172,0.030172,2,0.000963,0,0,0,0.098684,0.76155,0
Maria,Maria,,92,92,184,92,92,184,2,0.524134,0.546046,0.000758,0.028824,0.028824,8,0.00093,0,0,0,0.095557,0.727647,0
Bailey,Bailey,,106,106,212,106,106,212,2,0.528013,0.553053,0.00097,0.033633,0.033633,1,0.001047,0,0,0,0.102606,0.848641,0
Audry,Audry,,114,114,228,114,114,228,2,0.530255,0.557057,0.001157,0.035782,0.035782,2,0.001116,0,0,0,0.102313,0.90295,0
Shoaib Khan,Shoaib Khan,,103,103,206,103,103,206,2,0.527177,0.551552,0.000948,0.032178,0.032178,4,0.001024,0,0,0,0.102798,0.812119,0
Finley,Finley,,99,99,198,99,99,198,2,0.526066,0.54955,0.000906,0.03046,0.03046,1,0.000991,0,0,0,0.096063,0.769053,0
Naja,Naja,,95,95,190,95,95,190,3,0.524685,0.547381,0.000784,0.029914,0.029914,2,0.000955,0,0,0,0.102352,0.754964,0
Purnama Putra,Purnama Putra,,98,98,196,98,98,196,2,0.525789,0.549049,0.000838,0.030844,0.030844,8,0.00098,0,0,0,0.106459,0.778308,0
KH Hassan,KH Hassan,,102,102,204,102,102,204,2,0.526899,0.551051,0.000924,0.0322,0.0322,8,0.001013,0,0,0,0.100175,0.812594,0
Gulshan,Gulshan,,107,107,214,107,107,214,2,0.528292,0.553554,0.001032,0.033326,0.033326,4,0.001058,0,0,0,0.101217,0.84112,0
Lacey,Lacey,,107,107,214,107,107,214,2,0.528292,0.553554,0.001016,0.033618,0.033618,8,0.001056,0,0,0,0.094692,0.848381,0
Riaz Ansari,Riaz Ansari,,89,89,178,89,89,178,2,0.523311,0.544545,0.000673,0.028357,0.028357,3,0.000903,0,0,0,0.108274,0.715507,0
Ethan,Ethan,,86,86,172,86,86,172,2,0.52249,0.543043,0.000636,0.027414,0.027415,4,0.000877,0,0,0,0.094118,0.691793,0
Arbab,Arbab,,96,96,192,96,96,192,2,0.525237,0.548048,0.00079,0.030538,0.030538,1,0.000962,0,0,0,0.103289,0.770568,0
Asep Jaja,Asep Jaja,,106,106,212,106,106,212,2,0.528013,0.553053,0.00099,0.033485,0.033485,5,0.001047,0,0,0,0.098293,0.844998,0
Muhammad Usman,Muhammad Usman,,101,101,202,101,101,202,2,0.526621,0.550551,0.000928,0.031384,0.031384,4,0.001007,0,0,0,0.100792,0.792188,0
Behraam,Behraam,,94,94,188,94,94,188,2,0.524685,0.547047,0.00077,0.029614,0.029614,2,0.000946,0,0,0,0.10318,0.747377,0
Jameela,Jameela,,96,96,192,96,96,192,2,0.525237,0.548048,0.000828,0.029917,0.029917,4,0.000965,0,0,0,0.106579,0.75513,0
Izaan,Izaan,,93,93,186,93,93,186,2,0.524409,0.546547,0.000751,0.029453,0.029453,1,0.000937,0,0,0,0.109631,0.743173,0
Jinsar Ali Shar,Jinsar Ali Shar,,104,104,208,104,104,208,2,0.527455,0.552052,0.000974,0.03253,0.03253,0,0.001032,0,0,0,0.094473,0.820955,0
Ollie,Ollie,,111,111,222,111,111,222,2,0.529412,0.555556,0.001092,0.034907,0.034907,0,0.00109,0,0,0,0.096151,0.880885,0
Samiullah,Samiullah,,107,107,214,107,107,214,2,0.528292,0.553554,0.00102,0.033496,0.033496,8,0.001057,0,0,0,0.10298,0.845291,0
Evelyn,Evelyn,,104,104,208,104,104,208,2,0.527455,0.552052,0.000952,0.032712,0.032712,7,0.001031,0,0,0,0.101195,0.825612,0
Faheem Ahmed,Faheem Ahmed,,88,88,176,88,88,176,2,0.523037,0.544044,0.000689,0.027437,0.027437,2,0.000896,0,0,0,0.106844,0.69254,0
Akash Parkash,Akash Parkash,,104,104,208,104,104,208,2,0.527455,0.552052,0.000962,0.032607,0.032607,0,0.001031,0,0,0,0.093727,0.822935,0
Hambali,Hambali,,86,86,172,86,86,172,3,0.522216,0.542876,0.000669,0.026713,0.026713,8,0.00088,0,0,0,0.103967,0.674367,0
Joko Triharmanto,Joko Triharmanto,,79,79,158,79,79,158,2,0.520584,0.53954,0.000539,0.025016,0.025016,2,0.000819,0,0,0,0.095748,0.631307,0
Bale,Bale,,99,99,198,99,99,198,2,0.526066,0.54955,0.000858,0.031275,0.031275,7,0.000988,0,0,0,0.095238,0.789219,0
Aiana,Aiana,,87,87,174,87,87,174,3,0.52249,0.543377,0.000658,0.027355,0.027355,4,0.000887,0,0,0,0.098102,0.690466,0
Saibi Malik,Saibi Malik,,98,98,196,98,98,196,2,0.525789,0.549049,0.000837,0.03097,0.03097,3,0.00098,0,0,0,0.098885,0.781586,0
Sheikh Madiha,Sheikh Madiha,,97,97,194,97,97,194,2,0.525513,0.548549,0.000833,0.030567,0.030567,3,0.000972,0,0,0,0.097723,0.771362,0
Alidha,Alidha,,105,105,210,105,105,210,2,0.527734,0.552553,0.000958,0.033288,0.033288,1,0.001038,0,0,0,0.102564,0.839951,0
Wajahat,Wajahat,,109,109,218,109,109,218,2,0.528851,0.554555,0.001046,0.034469,0.03447,5,0.001073,0,0,0,0.097689,0.869824,0
Haseeb,Haseeb,,97,97,194,97,97,194,2,0.525513,0.548549,0.000822,0.030558,0.030558,4,0.000971,0,0,0,0.099656,0.771171,0
Irun Hidayat,Irun Hidayat,,106,106,212,106,106,212,2,0.528013,0.553053,0.000975,0.033613,0.033613,8,0.001047,0,0,0,0.100809,0.84813,0
Danish,Danish,,92,92,184,92,92,184,2,0.524134,0.546046,0.000721,0.02923,0.02923,5,0.000928,0,0,0,0.10989,0.737504,0
Larissa,Larissa,,95,95,190,95,95,190,2,0.524961,0.547548,0.000779,0.030109,0.030109,2,0.000954,0,0,0,0.101232,0.759784,0
Milo,Milo,,91,91,182,91,91,182,2,0.523859,0.545546,0.000726,0.028754,0.028754,8,0.00092,0,0,0,0.100366,0.725576,0
Huzaifa Moughal,Huzaifa Moughal,,107,107,214,107,107,214,2,0.528292,0.553554,0.001008,0.033638,0.033638,6,0.001057,0,0,0,0.105978,0.848833,0
Umar Patek,Umar Patek,,106,106,212,106,106,212,2,0.528013,0.553053,0.001005,0.033189,0.033189,4,0.001049,0,0,0,0.09991,0.837649,0
Ali Ahmad,Ali Ahmad,,95,95,190,95,95,190,2,0.524961,0.547548,0.000794,0.02977,0.02977,2,0.000955,0,0,0,0.096753,0.751362,0
Kiran,Kiran,,96,96,192,96,96,192,2,0.525237,0.548048,0.000816,0.030229,0.030229,3,0.000963,0,0,0,0.099781,0.762934,0
Aneela,Aneela,,120,120,240,120,120,240,2,0.531949,0.56006,0.001272,0.037788,0.037788,5,0.001166,0,0,0,0.098739,0.953561,0
Mohamed Ihsan,Mohamed Ihsan,,98,98,196,98,98,196,2,0.525789,0.549049,0.000869,0.030507,0.030507,2,0.000981,0,0,0,0.099726,0.769969,0
Muzammil,Muzammil,,96,96,192,96,96,192,2,0.525237,0.548048,0.000824,0.030077,0.030077,3,0.000964,0,0,0,0.102851,0.759093,0
Fe Raymond  ,Fe Raymond  ,,96,96,192,96,96,192,2,0.525237,0.548048,0.000813,0.030164,0.030164,6,0.000963,0,0,0,0.100219,0.761234,0
Tohir,Tohir,,85,85,170,85,85,170,2,0.522216,0.542543,0.000612,0.027093,0.027093,5,0.000869,0,0,0,0.107003,0.683628,0
Usman Ahmed,Usman Ahmed,,102,102,204,102,102,204,2,0.526899,0.551051,0.000935,0.03198,0.03198,6,0.001015,0,0,0,0.100175,0.807114,0
Shayan,Shayan,,94,94,188,94,94,188,3,0.524409,0.54688,0.000764,0.029817,0.029817,0,0.000945,0,0,0,0.105697,0.75241,0
Julia,Julia,,95,95,190,95,95,190,2,0.524961,0.547548,0.000808,0.029577,0.029577,1,0.000956,0,0,0,0.108399,0.746559,0
Rohail,Rohail,,94,94,188,94,94,188,2,0.524685,0.547047,0.000789,0.029433,0.029433,7,0.000947,0,0,0,0.097461,0.742891,0
Sami Satti,Sami Satti,,88,88,176,88,88,176,2,0.523037,0.544044,0.000675,0.027748,0.027748,6,0.000895,0,0,0,0.105799,0.700253,0
Dana,Dana,,88,88,176,88,88,176,2,0.523037,0.544044,0.000691,0.027426,0.027426,4,0.000896,0,0,0,0.102403,0.692244,0
